listing_id,original_file,new_file,original_extension,status,resized,width,height,message
BA_SK_001,data\raw\images\BA_SK_001\BA_SK_001_img_16.png,data\raw\images\BA_SK_001\BA_SK_001_img_18.jpg,.png,converted,False,261,366,Success
BA_SK_001,data\raw\images\BA_SK_001\BA_SK_001_img_17.jpg,data\raw\images\BA_SK_001\BA_SK_001_img_19.jpg,.jpg,converted,False,404,555,Success
BA_SK_001,data\raw\images\BA_SK_001\BA_SK_001_img_17.png,data\raw\images\BA_SK_001\BA_SK_001_img_20.jpg,.png,converted,False,271,488,Success
BA_SK_001,data\raw\images\BA_SK_001\BA_SK_001_img_18.jpg,data\raw\images\BA_SK_001\BA_SK_001_img_21.jpg,.jpg,converted,False,261,366,Success
BA_SK_001,data\raw\images\BA_SK_001\BA_SK_001_img_18.png,data\raw\images\BA_SK_001\BA_SK_001_img_22.jpg,.png,converted,False,272,367,Success
BA_SK_001,data\raw\images\BA_SK_001\BA_SK_001_img_19.jpg,data\raw\images\BA_SK_001\BA_SK_001_img_23.jpg,.jpg,converted,False,404,555,Success
BA_SK_001,data\raw\images\BA_SK_001\BA_SK_001_img_19.png,data\raw\images\BA_SK_001\BA_SK_001_img_24.jpg,.png,converted,False,272,367,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_01.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_01.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_02.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_02.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_03.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_03.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_04.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_04.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_05.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_05.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_06.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_06.jpg,.jpg,converted,False,1600,1127,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_07.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_07.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_08.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_08.jpg,.jpg,converted,False,1600,1136,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_09.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_09.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_10.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_10.jpg,.jpg,converted,False,1600,1144,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_11.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_11.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_12.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_12.jpg,.jpg,converted,False,1600,1097,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_13.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_13.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_14.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_14.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_15.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_15.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_002,data\raw\images\BA_SK_002\BA_SK_002_img_16.jpg,data\raw\images\BA_SK_002\BA_SK_002_img_16.jpg,.jpg,converted,False,1600,1106,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_01.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_01.jpg,.jpg,converted,False,671,905,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_02.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_02.jpg,.jpg,converted,False,673,900,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_03.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_03.jpg,.jpg,converted,False,672,897,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_04.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_04.jpg,.jpg,converted,False,671,902,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_05.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_05.jpg,.jpg,converted,False,672,897,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_06.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_06.jpg,.jpg,converted,False,667,893,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_07.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_07.jpg,.jpg,converted,False,667,898,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_08.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_08.jpg,.jpg,converted,False,667,900,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_09.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_09.jpg,.jpg,converted,False,1208,903,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_10.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_10.jpg,.jpg,converted,False,707,876,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_11.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_11.jpg,.jpg,converted,False,1205,905,Success
BA_SK_003,data\raw\images\BA_SK_003\BA_SK_003_img_12.jpg,data\raw\images\BA_SK_003\BA_SK_003_img_12.jpg,.jpg,converted,False,673,897,Success
BA_SK_004,data\raw\images\BA_SK_004\BA_SK_004_img_01.jpg,data\raw\images\BA_SK_004\BA_SK_004_img_01.jpg,.jpg,converted,False,512,768,Success
BA_SK_004,data\raw\images\BA_SK_004\BA_SK_004_img_02.jpg,data\raw\images\BA_SK_004\BA_SK_004_img_02.jpg,.jpg,converted,False,1024,683,Success
BA_SK_004,data\raw\images\BA_SK_004\BA_SK_004_img_03.jpg,data\raw\images\BA_SK_004\BA_SK_004_img_03.jpg,.jpg,converted,False,889,683,Success
BA_SK_004,data\raw\images\BA_SK_004\BA_SK_004_img_04.jpg,data\raw\images\BA_SK_004\BA_SK_004_img_04.jpg,.jpg,converted,False,1024,683,Success
BA_SK_004,data\raw\images\BA_SK_004\BA_SK_004_img_05.jpg,data\raw\images\BA_SK_004\BA_SK_004_img_05.jpg,.jpg,converted,False,1024,683,Success
BA_SK_004,data\raw\images\BA_SK_004\BA_SK_004_img_06.jpg,data\raw\images\BA_SK_004\BA_SK_004_img_06.jpg,.jpg,converted,False,1024,683,Success
BA_SK_004,data\raw\images\BA_SK_004\BA_SK_004_img_07.jpg,data\raw\images\BA_SK_004\BA_SK_004_img_07.jpg,.jpg,converted,False,512,768,Success
BA_SK_004,data\raw\images\BA_SK_004\BA_SK_004_img_08.jpg,data\raw\images\BA_SK_004\BA_SK_004_img_08.jpg,.jpg,converted,False,512,768,Success
BA_SK_004,data\raw\images\BA_SK_004\BA_SK_004_img_09.jpg,data\raw\images\BA_SK_004\BA_SK_004_img_09.jpg,.jpg,converted,False,1024,683,Success
BA_SK_004,data\raw\images\BA_SK_004\BA_SK_004_img_10.jpg,data\raw\images\BA_SK_004\BA_SK_004_img_10.jpg,.jpg,converted,False,1024,683,Success
BA_SK_004,data\raw\images\BA_SK_004\BA_SK_004_img_11.jpg,data\raw\images\BA_SK_004\BA_SK_004_img_11.jpg,.jpg,converted,False,512,768,Success
BA_SK_005,data\raw\images\BA_SK_005\BA_SK_005_img_01.jpg,data\raw\images\BA_SK_005\BA_SK_005_img_01.jpg,.jpg,converted,False,866,1155,Success
BA_SK_005,data\raw\images\BA_SK_005\BA_SK_005_img_02.jpg,data\raw\images\BA_SK_005\BA_SK_005_img_02.jpg,.jpg,converted,False,861,1153,Success
BA_SK_005,data\raw\images\BA_SK_005\BA_SK_005_img_03.jpg,data\raw\images\BA_SK_005\BA_SK_005_img_03.jpg,.jpg,converted,False,848,1146,Success
BA_SK_005,data\raw\images\BA_SK_005\BA_SK_005_img_04.jpg,data\raw\images\BA_SK_005\BA_SK_005_img_04.jpg,.jpg,converted,False,856,1152,Success
BA_SK_005,data\raw\images\BA_SK_005\BA_SK_005_img_05.jpg,data\raw\images\BA_SK_005\BA_SK_005_img_05.jpg,.jpg,converted,False,861,1148,Success
BA_SK_005,data\raw\images\BA_SK_005\BA_SK_005_img_06.jpg,data\raw\images\BA_SK_005\BA_SK_005_img_06.jpg,.jpg,converted,False,857,1157,Success
BA_SK_005,data\raw\images\BA_SK_005\BA_SK_005_img_07.jpg,data\raw\images\BA_SK_005\BA_SK_005_img_07.jpg,.jpg,converted,False,860,1148,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_01.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_01.jpg,.jpg,converted,False,1244,720,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_02.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_02.jpg,.jpg,converted,False,1144,720,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_03.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_03.jpg,.jpg,converted,False,720,1224,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_04.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_04.jpg,.jpg,converted,False,720,1280,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_05.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_05.jpg,.jpg,converted,False,720,1280,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_06.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_06.jpg,.jpg,converted,False,1202,646,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_07.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_07.jpg,.jpg,converted,False,1280,720,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_08.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_08.jpg,.jpg,converted,False,720,1280,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_09.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_09.jpg,.jpg,converted,False,1016,720,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_10.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_10.jpg,.jpg,converted,False,1280,720,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_11.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_11.jpg,.jpg,converted,False,1280,720,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_12.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_12.jpg,.jpg,converted,False,720,1196,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_13.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_13.jpg,.jpg,converted,False,720,1188,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_14.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_14.jpg,.jpg,converted,False,1280,720,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_15.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_15.jpg,.jpg,converted,False,1280,720,Success
BA_SK_006,data\raw\images\BA_SK_006\BA_SK_006_img_16.jpg,data\raw\images\BA_SK_006\BA_SK_006_img_16.jpg,.jpg,converted,False,1280,720,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_01.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_01.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_02.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_02.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_03.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_03.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_04.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_04.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_05.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_05.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_06.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_06.jpg,.jpg,converted,False,1600,921,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_07.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_07.jpg,.jpg,converted,False,1600,1009,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_08.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_08.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_09.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_09.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_10.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_10.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_11.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_11.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_12.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_12.jpg,.jpg,converted,False,1600,1024,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_13.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_13.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_14.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_14.jpg,.jpg,converted,False,1600,980,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_15.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_15.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_16.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_16.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_007,data\raw\images\BA_SK_007\BA_SK_007_img_17.jpg,data\raw\images\BA_SK_007\BA_SK_007_img_17.jpg,.jpg,converted,False,1600,1200,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_01.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_01.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_02.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_02.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_03.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_03.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_04.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_04.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_05.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_05.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_06.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_06.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_07.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_07.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_08.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_08.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_09.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_09.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_10.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_10.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_11.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_11.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_12.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_12.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_13.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_13.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_14.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_14.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_15.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_15.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_16.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_16.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_17.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_17.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_18.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_18.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_19.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_19.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_20.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_20.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_21.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_21.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_22.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_22.jpg,.jpg,converted,False,1600,900,Success
BA_SK_008,data\raw\images\BA_SK_008\BA_SK_008_img_23.jpg,data\raw\images\BA_SK_008\BA_SK_008_img_23.jpg,.jpg,converted,False,1600,900,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_01.jpeg,data\raw\images\BA_SK_009\BA_SK_009_img_01.jpg,.jpeg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_01.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_02.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_02.jpeg,data\raw\images\BA_SK_009\BA_SK_009_img_03.jpg,.jpeg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_02.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_04.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_03.jpeg,data\raw\images\BA_SK_009\BA_SK_009_img_05.jpg,.jpeg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_03.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_06.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_04.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_07.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_05.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_08.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_06.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_09.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_07.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_10.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_08.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_11.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_09.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_12.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_10.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_13.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_11.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_14.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_12.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_15.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_13.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_16.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_14.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_17.jpg,.jpg,converted,False,720,960,Success
BA_SK_009,data\raw\images\BA_SK_009\BA_SK_009_img_15.jpg,data\raw\images\BA_SK_009\BA_SK_009_img_18.jpg,.jpg,converted,False,720,960,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_01.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_01.jpg,.jpg,converted,False,1600,900,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_02.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_02.jpg,.jpg,converted,False,1600,900,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_03.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_03.jpg,.jpg,converted,False,1600,1084,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_04.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_04.jpg,.jpg,converted,False,1600,900,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_05.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_05.jpg,.jpg,converted,False,1600,900,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_06.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_06.jpg,.jpg,converted,False,1600,1068,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_07.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_07.jpg,.jpg,converted,False,1600,913,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_08.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_08.jpg,.jpg,converted,False,1600,900,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_09.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_09.jpg,.jpg,converted,False,1600,1024,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_10.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_10.jpg,.jpg,converted,False,1600,900,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_11.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_11.jpg,.jpg,converted,False,1600,900,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_12.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_12.jpg,.jpg,converted,False,1600,840,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_13.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_13.jpg,.jpg,converted,False,1600,900,Success
BA_SK_010,data\raw\images\BA_SK_010\BA_SK_010_img_14.jpg,data\raw\images\BA_SK_010\BA_SK_010_img_14.jpg,.jpg,converted,False,1600,900,Success
